date,FU893193005.Q,FU103193005.Q,FU113193003.Q,FU313193005.Q,FU713193005.Q,FU763193005.Q,FU753193005.Q,FU743193005.Q,FU473193005.Q,FU513193005.Q,FU543193005.Q,FU403193005.Q,FU613193005.Q,FU643193005.Q,FU663193005.Q,FU733193005.Q,FU503193005.Q,FU893093005.Q,FU103093005.Q,FU113093005.Q,FU313093003.Q,FU213093003.Q,FU713093005.Q,FU763093005.Q,FU753093005.Q,FU743093005.Q,FU473093005.Q,FU513093005.Q,FU543093005.Q,FU573093005.Q,FU223093005.Q,FU633093005.Q,FU653093005.Q,FU563093003.Q,FU403093005.Q,FU613093005.Q,FU643093005.Q,FU663093005.Q,FU733093005.Q,FU903090005.Q
1983:Q2,7008.00,-9463.00,3417.00,-695.00,197.00,10239.00,-331.00,990.00,27.00,0.00,1295.00,712.00,936.00,43.00,2020.00,-1545.00,-834.00,8027.00,-5125.00,1090.00,0.00,284.00,-506.00,648.00,-515.00,841.00,-1353.00,0.00,2025.00,8820.00,52.00,121.00,19.00,0.00,383.00,81.00,43.00,-140.00,1258.00,-1019.00
1983:Q3,20785.00,3380.00,3010.00,517.00,335.00,6307.00,240.00,947.00,23.00,0.00,1339.00,763.00,-1569.00,-73.00,-2863.00,7849.00,580.00,11983.00,522.00,1715.00,0.00,101.00,335.00,3119.00,683.00,805.00,1216.00,0.00,2727.00,-233.00,71.00,13.00,1.00,0.00,-183.00,-365.00,-22.00,-65.00,1543.00,8802.00
1983:Q4,-7633.00,-36336.00,3429.00,438.00,312.00,1994.00,104.00,382.00,-183.00,0.00,1317.00,-60.00,3224.00,53.00,1731.00,7888.00,8074.00,8273.00,4269.00,2091.00,0.00,-236.00,648.00,-727.00,276.00,17.00,313.00,0.00,1500.00,1875.00,87.00,-219.00,52.00,0.00,314.00,-3069.00,145.00,733.00,204.00,-15906.00
1984:Q1,69247.00,53165.00,3157.00,7409.00,-323.00,8361.00,276.00,334.00,-81.00,0.00,2408.00,449.00,-6.00,20.00,-5387.00,1470.00,-2005.00,20449.00,21099.00,-1850.00,0.00,149.00,230.00,-1141.00,231.00,-240.00,-424.00,0.00,259.00,-3482.00,-35.00,225.00,-77.00,0.00,968.00,3051.00,-8.00,-89.00,1584.00,48798.00
1984:Q2,45893.00,24501.00,418.00,1192.00,66.00,5926.00,25.00,-197.00,207.00,0.00,2996.00,1187.00,655.00,47.00,81.00,-10988.00,19777.00,52304.00,51578.00,-1974.00,0.00,877.00,492.00,1909.00,386.00,-947.00,35.00,0.00,1936.00,-2080.00,-35.00,39.00,0.00,0.00,745.00,-42.00,181.00,477.00,-1273.00,-6411.00
1984:Q3,108168.00,78075.00,3331.00,999.00,12.00,23952.00,1080.00,-276.00,-106.00,0.00,3045.00,-598.00,-4481.00,72.00,1938.00,9909.00,-8784.00,81964.00,53767.00,-2600.00,0.00,846.00,2522.00,17565.00,1157.00,-1071.00,-325.00,0.00,1381.00,5357.00,-17.00,77.00,-2.00,0.00,858.00,-491.00,195.00,1650.00,1095.00,26205.00
1984:Q4,-18415.00,-28220.00,2673.00,-4724.00,603.00,4902.00,-183.00,197.00,580.00,0.00,1031.00,1302.00,-464.00,52.00,1149.00,4953.00,-2266.00,20827.00,16218.00,-2974.00,0.00,-468.00,-249.00,5823.00,-783.00,-505.00,17.00,0.00,4043.00,2122.00,-53.00,510.00,270.00,0.00,577.00,-4743.00,292.00,359.00,371.00,-39241.00
1985:Q1,128782.00,88488.00,5978.00,6086.00,-749.00,6064.00,892.00,253.00,-128.00,0.00,2873.00,2324.00,872.00,-100.00,-573.00,-949.00,17451.00,44457.00,25660.00,-632.00,0.00,-421.00,-2.00,8976.00,561.00,-448.00,675.00,0.00,509.00,5807.00,17.00,135.00,-107.00,0.00,-125.00,2063.00,201.00,1402.00,186.00,84325.00
1985:Q2,63765.00,51640.00,4276.00,1750.00,-159.00,13636.00,-1055.00,690.00,-542.00,0.00,2791.00,-1075.00,-2383.00,-201.00,-2412.00,1200.00,-4391.00,7776.00,-5855.00,-506.00,0.00,415.00,-177.00,5530.00,-1058.00,-80.00,3.00,0.00,1961.00,6242.00,18.00,-147.00,-146.00,0.00,18.00,158.00,79.00,1223.00,97.00,55990.00
1985:Q3,102076.00,55513.00,14370.00,-44.00,68.00,454.00,1018.00,649.00,-157.00,0.00,880.00,8959.00,-3910.00,-203.00,834.00,2983.00,20662.00,39778.00,38665.00,118.00,0.00,1155.00,1073.00,-1868.00,1312.00,-11.00,1023.00,0.00,938.00,-3471.00,36.00,343.00,-14.00,0.00,-1636.00,1645.00,78.00,17.00,375.00,62299.00
1985:Q4,64505.00,38977.00,4525.00,-7209.00,777.00,12350.00,-2357.00,130.00,727.00,0.00,1039.00,-6660.00,2048.00,639.00,1036.00,2823.00,15660.00,73629.00,41431.00,494.00,0.00,4842.00,103.00,5612.00,-3317.00,-232.00,-478.00,0.00,2460.00,18073.00,50.00,6.00,1272.00,0.00,-1363.00,-1769.00,-138.00,5433.00,1150.00,-9124.00
1986:Q1,12659.00,-4701.00,3353.00,6178.00,-1239.00,4493.00,1124.00,-362.00,-153.00,0.00,4276.00,-1255.00,-4056.00,490.00,3661.00,11711.00,-10861.00,3202.00,-10454.00,734.00,0.00,257.00,237.00,560.00,2119.00,-432.00,803.00,0.00,-352.00,-2102.00,99.00,-417.00,625.00,0.00,524.00,-523.00,-720.00,6168.00,6076.00,9457.00
1986:Q2,-16846.00,-9621.00,922.00,644.00,36.00,2370.00,-880.00,-810.00,-368.00,0.00,-1356.00,2330.00,-5236.00,848.00,-4478.00,-4471.00,3224.00,-16787.00,-20611.00,860.00,0.00,1230.00,38.00,709.00,-673.00,-611.00,979.00,0.00,3241.00,661.00,91.00,748.00,533.00,0.00,-3930.00,-1625.00,161.00,892.00,520.00,-59.00
1986:Q3,73979.00,49028.00,1452.00,-214.00,-21.00,7954.00,1892.00,-925.00,718.00,0.00,-2953.00,791.00,2398.00,816.00,2286.00,3559.00,7198.00,73482.00,63956.00,1484.00,0.00,814.00,1025.00,3656.00,2497.00,-603.00,258.00,0.00,3087.00,2849.00,-9.00,796.00,484.00,0.00,922.00,5112.00,851.00,-13839.00,142.00,497.00
1986:Q4,-59826.00,-53377.00,2755.00,-3443.00,35.00,-5165.00,-708.00,-720.00,3.00,0.00,-316.00,2226.00,-4568.00,-2037.00,883.00,2648.00,1958.00,75331.00,35189.00,1860.00,0.00,-608.00,388.00,6776.00,-573.00,-417.00,868.00,0.00,2492.00,15213.00,31.00,471.00,1207.00,0.00,4387.00,-1950.00,-679.00,11895.00,-1219.00,-135157.00
1987:Q1,90652.00,62221.00,-4463.00,-802.00,-160.00,26665.00,1752.00,-573.00,144.00,0.00,6024.00,3408.00,-651.00,445.00,-5517.00,1394.00,765.00,62906.00,11104.00,1411.00,0.00,-137.00,-213.00,24859.00,1298.00,-290.00,1812.00,0.00,3056.00,10842.00,68.00,-140.00,908.00,0.00,1826.00,1370.00,-314.00,3920.00,1526.00,27746.00
1987:Q2,-2620.00,3836.00,-544.00,757.00,323.00,-24155.00,-591.00,-566.00,-169.00,0.00,-61.00,1324.00,969.00,-243.00,2890.00,-1092.00,14702.00,13983.00,17450.00,1537.00,0.00,410.00,689.00,-8831.00,-534.00,-203.00,-183.00,0.00,3253.00,732.00,-5.00,63.00,-1151.00,0.00,1442.00,-1012.00,692.00,38.00,-404.00,-16603.00
1987:Q3,228.00,-9721.00,-2153.00,-234.00,-31.00,7890.00,2105.00,-473.00,819.00,0.00,5569.00,-444.00,4404.00,226.00,-5027.00,8456.00,-11158.00,54332.00,14885.00,2161.00,0.00,883.00,1312.00,3335.00,2729.00,-102.00,-75.00,0.00,4075.00,17678.00,-146.00,-135.00,1304.00,0.00,-424.00,2863.00,149.00,2539.00,1302.00,-54104.00
1987:Q4,-12490.00,-13010.00,718.00,-9092.00,661.00,-14607.00,-18.00,-300.00,106.00,0.00,-3558.00,-1428.00,36384.00,-11.00,-9375.00,-2344.00,3384.00,40812.00,71741.00,2537.00,0.00,2723.00,382.00,-6201.00,-382.00,30.00,-2414.00,0.00,966.00,-23484.00,-48.00,1012.00,367.00,0.00,4028.00,3650.00,403.00,-13977.00,-521.00,-53302.00
1988:Q1,64789.00,31747.00,4345.00,10317.00,-316.00,5679.00,2909.00,-138.00,-81.00,0.00,1851.00,-147.00,31983.00,797.00,-22907.00,-952.00,-298.00,30001.00,18064.00,4161.00,0.00,-1390.00,-353.00,-8173.00,3433.00,206.00,2109.00,0.00,5009.00,2181.00,-44.00,2510.00,504.00,0.00,157.00,-341.00,-394.00,2627.00,-265.00,34788.00
1988:Q2,71744.00,21515.00,4345.00,5522.00,416.00,13545.00,-266.00,53.00,-294.00,0.00,-1449.00,446.00,5848.00,-46.00,-923.00,2622.00,20410.00,31130.00,-81.00,4036.00,0.00,709.00,-368.00,18295.00,-416.00,409.00,-977.00,0.00,1627.00,6798.00,-44.00,-1525.00,113.00,0.00,901.00,2265.00,4.00,55.00,-671.00,40614.00
1988:Q3,48415.00,16514.00,4346.00,-693.00,489.00,9382.00,1486.00,116.00,1194.00,0.00,-35.00,2563.00,-947.00,971.00,-7354.00,7735.00,12648.00,32717.00,17957.00,3411.00,0.00,-398.00,-311.00,-672.00,1015.00,453.00,1338.00,0.00,-365.00,11530.00,29.00,-318.00,-891.00,0.00,1748.00,-1539.00,-223.00,-245.00,198.00,15698.00
1988:Q4,164199.00,137326.00,4345.00,-5504.00,429.00,7961.00,336.00,48.00,-419.00,0.00,1782.00,-2395.00,3334.00,610.00,4350.00,-1183.00,13179.00,209431.00,171986.00,3036.00,0.00,595.00,1446.00,16718.00,670.00,294.00,-2347.00,0.00,1663.00,7087.00,1605.00,-322.00,-21.00,0.00,4714.00,58.00,1431.00,654.00,164.00,-45232.00
1989:Q1,140890.00,145327.00,5218.00,-1737.00,-1451.00,-1126.00,2221.00,174.00,-1100.00,0.00,937.00,164.00,-11141.00,-2009.00,-5813.00,5378.00,5848.00,82256.00,91275.00,1602.00,0.00,-349.00,-1840.00,-6959.00,2869.00,214.00,1564.00,0.00,2067.00,816.00,616.00,832.00,726.00,0.00,-2129.00,-12026.00,636.00,1876.00,466.00,58635.00
1989:Q2,24007.00,-515.00,5218.00,10998.00,1.00,3898.00,302.00,-6.00,-100.00,0.00,696.00,-2306.00,3648.00,347.00,-1215.00,1272.00,1769.00,-10822.00,-26177.00,1477.00,0.00,576.00,4186.00,5898.00,-512.00,283.00,-1237.00,0.00,3801.00,-7443.00,1186.00,1517.00,1112.00,0.00,4935.00,-3568.00,1220.00,1763.00,161.00,34829.00
1989:Q3,66703.00,52046.00,5218.00,2973.00,-198.00,11099.00,3852.00,18.00,300.00,0.00,820.00,3011.00,9609.00,-238.00,-19093.00,-2813.00,99.00,29105.00,6381.00,853.00,9098.00,928.00,2386.00,4855.00,3746.00,243.00,640.00,0.00,2435.00,-11045.00,1281.00,1021.00,731.00,0.00,5409.00,-2805.00,167.00,2775.00,7.00,37598.00
1989:Q4,-7997.00,1829.00,5219.00,3926.00,897.00,-9204.00,-1747.00,81.00,300.00,0.00,976.00,-879.00,-2918.00,528.00,8608.00,1169.00,-16782.00,6770.00,-2202.00,477.00,5213.00,212.00,2653.00,-5056.00,-2011.00,149.00,282.00,0.00,-670.00,3449.00,1069.00,-339.00,648.00,0.00,1829.00,-1123.00,-386.00,494.00,2083.00,-14767.00
1990:Q1,-1414.00,-17771.00,-821.00,-166.00,-40.00,24656.00,26.00,202.00,-300.00,0.00,-2656.00,-235.00,-12497.00,165.00,7822.00,97.00,104.00,35089.00,29478.00,-306.00,-1075.00,360.00,-1262.00,19945.00,513.00,-703.00,786.00,0.00,-4118.00,-7903.00,340.00,792.00,529.00,0.00,-902.00,1502.00,-333.00,-3032.00,478.00,-36503.00
1990:Q2,-26100.00,-33624.00,-821.00,3796.00,-210.00,-14957.00,128.00,353.00,200.00,0.00,-1736.00,1972.00,13034.00,-729.00,2637.00,107.00,3750.00,-35024.00,-45531.00,-180.00,18396.00,1150.00,374.00,-5033.00,-1077.00,852.00,1751.00,0.00,-67.00,-9073.00,1220.00,2449.00,504.00,0.00,3330.00,584.00,-788.00,-3161.00,-724.00,8924.00
1990:Q3,29412.00,22762.00,-821.00,-7912.00,180.00,2322.00,3455.00,295.00,200.00,0.00,-2916.00,-5087.00,7521.00,708.00,8302.00,11293.00,-10890.00,36487.00,22900.00,445.00,3844.00,-1433.00,1655.00,6502.00,3532.00,8.00,402.00,0.00,-1402.00,-769.00,-204.00,-5227.00,-71.00,0.00,-1467.00,-2971.00,-508.00,2272.00,8979.00,-7075.00
1990:Q4,-58096.00,-5022.00,-820.00,-12807.00,-1109.00,-19280.00,-730.00,-74.00,100.00,0.00,-4354.00,5666.00,-1622.00,-1090.00,-982.00,-4974.00,-10998.00,52111.00,52301.00,819.00,11651.00,1431.00,-1966.00,-1116.00,-314.00,-31.00,-991.00,0.00,3.00,-15961.00,206.00,-1552.00,346.00,0.00,1721.00,4348.00,1209.00,824.00,-817.00,-110207.00
1991:Q1,76769.00,53417.00,-152.00,13270.00,-393.00,-4344.00,3980.00,-215.00,-100.00,0.00,22223.00,859.00,10088.00,-31.00,-2880.00,-3199.00,-15754.00,45132.00,45367.00,1480.00,-6876.00,805.00,-3287.00,-4.00,4871.00,-92.00,2060.00,0.00,13290.00,-2871.00,-3921.00,680.00,-1455.00,0.00,-647.00,-3865.00,3.00,2425.00,-2832.00,31637.00
1991:Q2,-40721.00,-6771.00,348.00,-6930.00,-74.00,-6682.00,-2451.00,-490.00,100.00,0.00,1754.00,1970.00,-1783.00,606.00,2522.00,1037.00,-23877.00,-9049.00,-19903.00,1606.00,6370.00,269.00,-1122.00,-10793.00,-3403.00,-163.00,3437.00,0.00,-2282.00,7776.00,853.00,1768.00,130.00,0.00,-1164.00,4662.00,20.00,1853.00,1037.00,-31672.00
1991:Q3,20686.00,46067.00,2348.00,-14427.00,271.00,-7189.00,2280.00,-545.00,900.00,0.00,-2104.00,3737.00,3954.00,-32.00,-1503.00,491.00,-13562.00,21740.00,-11140.00,-270.00,32497.00,-1432.00,-658.00,-8105.00,4364.00,-175.00,1900.00,0.00,6482.00,-1685.00,269.00,-824.00,-20.00,0.00,1044.00,3502.00,-518.00,-2535.00,-957.00,-1053.00
1991:Q4,-24793.00,-38347.00,1098.00,22379.00,-373.00,2260.00,745.00,-374.00,-300.00,0.00,-16070.00,379.00,7534.00,1106.00,-3108.00,644.00,-2366.00,7139.00,-16657.00,1356.00,1594.00,3981.00,2739.00,4670.00,-822.00,-93.00,-2751.00,0.00,-1180.00,-5276.00,-411.00,1991.00,1670.00,0.00,7034.00,5507.00,1636.00,559.00,1592.00,-31932.00
1992:Q1,90176.00,74386.00,3459.00,777.00,-442.00,3849.00,-984.00,407.00,-500.00,0.00,6199.00,8413.00,-2299.00,-1604.00,-279.00,6551.00,-7757.00,113764.00,103292.00,1002.00,7377.00,-3789.00,-2543.00,-748.00,589.00,-20.00,4170.00,0.00,-1522.00,-12223.00,117.00,16.00,36837.00,0.00,-8134.00,-7446.00,989.00,-3349.00,-851.00,-23588.00
1992:Q2,-17559.00,-29578.00,3459.00,-2857.00,-876.00,3604.00,914.00,89.00,400.00,0.00,1937.00,-3618.00,-10499.00,900.00,2648.00,7153.00,8765.00,-59099.00,-74604.00,1128.00,8121.00,1547.00,-697.00,3411.00,387.00,-283.00,-220.00,0.00,541.00,3495.00,3.00,2616.00,375.00,0.00,1283.00,-3773.00,-372.00,-3638.00,1580.00,41540.00
1992:Q3,-17291.00,-25767.00,2209.00,970.00,91.00,2602.00,4877.00,-2.00,589.00,0.00,2769.00,3491.00,3991.00,-106.00,-6822.00,9189.00,-15372.00,8769.00,-19459.00,2252.00,1124.00,-2990.00,2960.00,-4103.00,5813.00,-239.00,882.00,0.00,1179.00,-1568.00,-704.00,941.00,9561.00,0.00,713.00,1687.00,405.00,8460.00,1856.00,-26060.00
1992:Q4,-23724.00,-29684.00,4710.00,987.00,407.00,-3974.00,-3850.00,122.00,-435.00,0.00,-9256.00,5262.00,3534.00,1383.00,970.00,3224.00,2876.00,-15762.00,9995.00,1627.00,-2735.00,1951.00,-1915.00,-1363.00,-3572.00,-135.00,-995.00,0.00,-3381.00,-2800.00,507.00,1468.00,-1956.00,0.00,-6168.00,-1194.00,-3299.00,-663.00,-1134.00,-7962.00
1993:Q1,14694.00,43571.00,1264.00,3090.00,450.00,7107.00,922.00,154.00,201.00,0.00,5199.00,-10778.00,-3420.00,-1778.00,-10659.00,6193.00,-26822.00,49435.00,51933.00,2808.00,-1008.00,-7368.00,846.00,-4683.00,1693.00,-143.00,2263.00,0.00,997.00,-89.00,93.00,2343.00,-10459.00,0.00,2576.00,6354.00,-886.00,2075.00,91.00,-34741.00
1993:Q2,12846.00,-25646.00,1264.00,-4346.00,-282.00,14415.00,325.00,192.00,221.00,0.00,4685.00,9685.00,11929.00,854.00,-1442.00,5495.00,-4503.00,5256.00,17012.00,2932.00,-1642.00,-3003.00,1858.00,7143.00,1684.00,-45.00,33.00,0.00,3958.00,-4625.00,88.00,2845.00,-20055.00,0.00,-715.00,-6677.00,1029.00,1933.00,1504.00,7590.00
1993:Q3,-6400.00,-18400.00,1265.00,-1175.00,1282.00,5228.00,949.00,286.00,216.00,0.00,-4703.00,-1124.00,-3450.00,119.00,-2996.00,4348.00,11755.00,20776.00,14465.00,3558.00,-4979.00,-11537.00,-107.00,-110.00,892.00,-102.00,1166.00,0.00,-6157.00,-6072.00,-423.00,3476.00,18515.00,0.00,5104.00,4474.00,1160.00,-998.00,-1549.00,-27176.00
1993:Q4,-29531.00,-17944.00,1264.00,3123.00,-873.00,4323.00,-3387.00,459.00,-126.00,0.00,-2881.00,2682.00,-1967.00,718.00,-11101.00,3347.00,-7168.00,64119.00,93924.00,3933.00,2373.00,-12363.00,44.00,3933.00,-5013.00,-150.00,-1452.00,0.00,-1203.00,-1431.00,-193.00,2423.00,-5782.00,0.00,-1328.00,-15647.00,143.00,1999.00,-91.00,-93650.00
1994:Q1,4869.00,-55404.00,1200.00,761.00,138.00,77690.00,4772.00,-118.00,-24.00,0.00,3231.00,-10860.00,-3137.00,1987.00,-5693.00,-793.00,-8881.00,74432.00,-25477.00,4994.00,-2006.00,4661.00,-13.00,61593.00,5807.00,241.00,1545.00,0.00,10909.00,-3007.00,-287.00,4613.00,13716.00,0.00,-1786.00,-6697.00,1554.00,1949.00,2122.00,-69563.00
1994:Q2,-5812.00,-1190.00,4951.00,-2468.00,1249.00,29871.00,6060.00,229.00,359.00,0.00,-4561.00,-4204.00,-7802.00,-214.00,518.00,-2411.00,-26199.00,44639.00,-3753.00,3869.00,4537.00,13741.00,1101.00,23572.00,7458.00,126.00,-278.00,0.00,-9642.00,3774.00,252.00,-42.00,7955.00,0.00,-2389.00,-2934.00,-686.00,-2078.00,56.00,-50451.00
1994:Q3,107.00,-2839.00,4951.00,-1106.00,-200.00,-9054.00,2439.00,437.00,483.00,0.00,-3558.00,61.00,-217.00,689.00,-2625.00,384.00,10262.00,12812.00,12604.00,4494.00,-2701.00,16889.00,497.00,-14614.00,1050.00,-6.00,-4997.00,0.00,7168.00,2094.00,557.00,-1292.00,-7200.00,0.00,-1983.00,-3731.00,196.00,2160.00,1627.00,-12705.00
1994:Q4,48808.00,40746.00,4951.00,6678.00,-572.00,-9345.00,1381.00,1736.00,559.00,0.00,7899.00,-3997.00,6858.00,485.00,-8999.00,-2548.00,2976.00,128323.00,91736.00,3619.00,1879.00,13273.00,1022.00,2844.00,-1133.00,-481.00,281.00,0.00,-2141.00,-2949.00,-44.00,1138.00,16907.00,0.00,913.00,-3598.00,732.00,2147.00,2178.00,-79515.00
1995:Q1,-3932.00,-11312.00,3401.00,-6005.00,1429.00,13376.00,1187.00,-364.00,-1522.00,0.00,12626.00,-2985.00,5136.00,46.00,-16039.00,8068.00,-10974.00,20864.00,47254.00,8169.00,-3977.00,-2955.00,84.00,-22786.00,-2265.00,-406.00,511.00,0.00,5945.00,1503.00,-360.00,-89.00,-11378.00,0.00,-238.00,1500.00,20.00,1449.00,-1117.00,-24796.00
1995:Q2,-16259.00,-654.00,3401.00,1346.00,367.00,-42409.00,9616.00,1296.00,-267.00,0.00,-5925.00,2196.00,6168.00,620.00,-3479.00,3638.00,7827.00,51301.00,14595.00,8294.00,-1590.00,41036.00,-1412.00,-12548.00,-3434.00,364.00,-491.00,0.00,-6367.00,1502.00,354.00,2981.00,3121.00,0.00,1522.00,-430.00,799.00,3172.00,-167.00,-67559.00
1995:Q3,48768.00,16507.00,3401.00,5585.00,-490.00,22980.00,-3661.00,-341.00,-23.00,0.00,-2174.00,2794.00,-1615.00,351.00,-6031.00,3566.00,7919.00,90368.00,62240.00,8918.00,798.00,14154.00,-3068.00,-4174.00,1995.00,132.00,-593.00,0.00,3420.00,1502.00,253.00,3857.00,-14367.00,0.00,10084.00,-156.00,383.00,3976.00,1014.00,-41600.00
1995:Q4,57901.00,33702.00,3401.00,3576.00,-228.00,17307.00,-1599.00,2479.00,-105.00,0.00,310.00,-1242.00,837.00,376.00,10346.00,-193.00,-11066.00,125337.00,89324.00,9294.00,942.00,2273.00,1200.00,-8600.00,-5574.00,1502.00,66.00,0.00,9150.00,1503.00,-33.00,5027.00,20164.00,0.00,-12226.00,1946.00,-251.00,7080.00,2550.00,-67436.00
1996:Q1,18515.00,33382.00,7358.00,-3633.00,-148.00,-4297.00,-7298.00,-331.00,122.00,0.00,-4511.00,2527.00,3309.00,374.00,-19672.00,-2145.00,13478.00,78402.00,101422.00,8310.00,-2312.00,-24590.00,-1507.00,5492.00,-5170.00,-193.00,2742.00,0.00,-6113.00,4351.00,355.00,5737.00,-13204.00,0.00,3291.00,-1925.00,-250.00,1577.00,389.00,-59887.00
1996:Q2,-36854.00,-36505.00,7358.00,2949.00,57.00,18422.00,-3011.00,-196.00,156.00,0.00,-3450.00,-3251.00,-12221.00,523.00,-8682.00,612.00,385.00,12131.00,18722.00,8434.00,-1016.00,-21912.00,-125.00,31493.00,-3500.00,116.00,-1235.00,0.00,1061.00,4353.00,282.00,826.00,-18564.00,0.00,-3807.00,-2338.00,-22.00,614.00,-1251.00,-48985.00
1996:Q3,112730.00,72603.00,7358.00,-7409.00,253.00,23736.00,-437.00,766.00,26.00,0.00,5548.00,-926.00,-787.00,625.00,7384.00,-4694.00,8684.00,74668.00,34103.00,9061.00,-166.00,24613.00,3294.00,12252.00,-283.00,427.00,-1538.00,0.00,-1131.00,4353.00,-170.00,-560.00,-8861.00,0.00,19.00,325.00,-1882.00,-1034.00,1846.00,38062.00
1996:Q4,30520.00,-4100.00,7358.00,4815.00,-826.00,-7356.00,8705.00,136.00,-272.00,0.00,5985.00,1997.00,8299.00,975.00,3250.00,6755.00,-5201.00,147005.00,68873.00,9434.00,-4905.00,23440.00,756.00,-15694.00,-260.00,424.00,176.00,0.00,11917.00,6753.00,251.00,-1476.00,17057.00,0.00,7420.00,1273.00,434.00,7268.00,13865.00,-116485.00
1997:Q1,39302.00,-15769.00,15249.00,-4512.00,21.00,13148.00,10186.00,2178.00,143.00,0.00,15195.00,9032.00,-14596.00,1395.00,-3353.00,1739.00,9246.00,43753.00,-20856.00,12229.00,-3403.00,25615.00,-281.00,12919.00,1559.00,147.00,-539.00,57.00,6181.00,735.00,405.00,4792.00,-3093.00,0.00,-7350.00,6711.00,859.00,-243.00,7308.00,-4451.00
1997:Q2,-85611.00,-54402.00,13999.00,5610.00,1141.00,13224.00,-1724.00,1134.00,251.00,0.00,-12739.00,-4330.00,-13025.00,1569.00,-5614.00,6500.00,-37205.00,50809.00,-22438.00,13604.00,-2179.00,12985.00,2167.00,6126.00,-1924.00,366.00,3197.00,66.00,-2270.00,3048.00,1236.00,2385.00,8943.00,0.00,3972.00,4475.00,1147.00,9305.00,6599.00,-136421.00
1997:Q3,26160.00,-38743.00,13999.00,-10191.00,-962.00,16959.00,-1615.00,983.00,-142.00,0.00,-6827.00,2619.00,22975.00,2174.00,-600.00,3411.00,22120.00,107820.00,40457.00,14229.00,-1146.00,27031.00,-909.00,6424.00,-1364.00,-13.00,-375.00,72.00,9582.00,1590.00,1168.00,9138.00,-2165.00,0.00,980.00,-7830.00,2406.00,9117.00,-572.00,-81660.00
1997:Q4,12497.00,-85707.00,12750.00,9352.00,1051.00,29162.00,5662.00,344.00,-184.00,0.00,23945.00,-172.00,-5684.00,3708.00,-13505.00,-3356.00,35131.00,171414.00,50785.00,15855.00,1733.00,6470.00,279.00,16602.00,2912.00,1341.00,1835.00,83.00,8327.00,4615.00,1257.00,-1837.00,32813.00,0.00,9991.00,2094.00,446.00,6730.00,9084.00,-158917.00
1998:Q1,40810.00,12263.00,25530.00,-5929.00,-335.00,-69235.00,-1981.00,708.00,378.00,0.00,15307.00,9412.00,-25557.00,4514.00,59225.00,13251.00,3259.00,81080.00,17645.00,27889.00,953.00,37134.00,-215.00,-60727.00,-1991.00,59.00,4163.00,-47.00,13190.00,1857.00,1175.00,15212.00,-13821.00,0.00,-2061.00,-21680.00,6623.00,40669.00,15053.00,-40270.00
1998:Q2,5889.00,28758.00,21780.00,3619.00,-152.00,-21082.00,5520.00,994.00,539.00,0.00,194.00,-2228.00,-4933.00,3764.00,-50660.00,10590.00,9186.00,115014.00,99966.00,32339.00,1028.00,-10008.00,1365.00,-1540.00,4457.00,332.00,-3516.00,-37.00,697.00,1862.00,1150.00,-11883.00,2818.00,0.00,2305.00,-2544.00,2608.00,-8418.00,2033.00,-109125.00
1998:Q3,84751.00,49647.00,20530.00,-4966.00,-860.00,31804.00,-4341.00,326.00,-162.00,0.00,7317.00,374.00,-167.00,3007.00,-7923.00,-1848.00,-7987.00,126603.00,20028.00,32964.00,1402.00,10664.00,1773.00,6231.00,4455.00,566.00,1491.00,-33.00,11665.00,1623.00,897.00,6149.00,39739.00,0.00,-2145.00,-12677.00,1452.00,2107.00,-1748.00,-41852.00
1998:Q4,132811.00,47311.00,24280.00,173.00,1416.00,17464.00,-2150.00,4887.00,-208.00,0.00,-6500.00,2530.00,25850.00,2325.00,-30647.00,26719.00,19361.00,185870.00,162199.00,28664.00,2289.00,-38267.00,1961.00,13684.00,-690.00,2134.00,4905.00,-29.00,-4125.00,-79.00,1019.00,-2111.00,-4241.00,0.00,1804.00,2209.00,46.00,8208.00,6290.00,-53059.00
1999:Q1,105473.00,67650.00,15917.00,-2300.00,-1620.00,5740.00,-6790.00,310.00,-182.00,0.00,28016.00,-4600.00,17694.00,1791.00,-62816.00,-2212.00,48876.00,159469.00,115687.00,25350.00,703.00,1692.00,-3348.00,28465.00,-1925.00,-7.00,2180.00,87.00,9858.00,4623.00,266.00,-73.00,-9910.00,0.00,2817.00,4834.00,347.00,-21081.00,-1096.00,-53996.00
1999:Q2,94558.00,71898.00,20917.00,1334.00,1027.00,-8511.00,-1073.00,930.00,-39.00,0.00,-3129.00,207.00,1542.00,-1307.00,-7765.00,-6824.00,25352.00,120104.00,84917.00,16851.00,1278.00,-7161.00,366.00,28746.00,-2509.00,411.00,-3327.00,98.00,-1587.00,5508.00,85.00,5517.00,-18981.00,0.00,-816.00,-1370.00,-1135.00,12700.00,513.00,-25546.00
1999:Q3,96123.00,64459.00,18416.00,-3630.00,628.00,15409.00,14546.00,2129.00,106.00,0.00,17443.00,-3673.00,-14007.00,3223.00,19052.00,-16471.00,-21508.00,75380.00,67895.00,20350.00,752.00,-2384.00,1204.00,-13632.00,1644.00,181.00,-3358.00,106.00,6162.00,5050.00,-138.00,870.00,-2386.00,0.00,3870.00,-5022.00,-426.00,-5188.00,-170.00,20743.00
