date,FU893065505.Q,FU163165505.Q,FU103165505.Q,FU113165505.Q,FU643165583.Q,FU893065505.Q,FU153065505.Q,FU103065503.Q,FU113065503.Q,FU313065505.Q,FU213065503.Q,FU763065503.Q,FU753065503.Q,FU743065505.Q,FU513065503.Q,FU543065505.Q,FU573065505.Q,FU223065545.Q,FU413065505.Q,FU673065505.Q,FU613065503.Q,FU643065505.Q
2011:Q4,-12295.00,1443.00,-4793.00,-9953.00,1008.00,-12295.00,12.00,-54.00,-392.00,976.00,-101.00,-5506.00,-995.00,209.00,326.00,3141.00,-1337.00,-51.00,0.00,-7313.00,-678.00,-532.00
2012:Q1,-18537.00,2166.00,-47576.00,24871.00,2002.00,-18537.00,46.00,-180.00,-163.00,379.00,-90.00,-7622.00,-302.00,-219.00,244.00,3040.00,334.00,-55.00,0.00,-10887.00,-1047.00,-2015.00
2012:Q2,-19065.00,2166.00,-42139.00,20634.00,274.00,-19065.00,46.00,-181.00,-163.00,385.00,82.00,-7537.00,226.00,-270.00,210.00,2791.00,398.00,-45.00,0.00,-9677.00,-5054.00,-276.00
2012:Q3,-10066.00,2190.00,-33346.00,18464.00,2626.00,-10066.00,47.00,-182.00,-163.00,376.00,220.00,-6567.00,-259.00,-214.00,126.00,2078.00,427.00,-113.00,0.00,-5777.00,-1665.00,1600.00
2012:Q4,12496.00,2191.00,-6396.00,15613.00,1088.00,12496.00,46.00,-183.00,-162.00,-372.00,97.00,13665.00,-525.00,-58.00,115.00,1842.00,429.00,-121.00,0.00,1484.00,-5993.00,2232.00
2013:Q1,-2066.00,2198.00,-26700.00,21851.00,585.00,-2066.00,-84.00,147.00,67.00,1322.00,95.00,-3459.00,-1019.00,-513.00,211.00,339.00,-31.00,-128.00,0.00,4891.00,-2071.00,-1833.00
2013:Q2,24224.00,2223.00,-4546.00,10972.00,15575.00,24224.00,-86.00,150.00,67.00,623.00,-194.00,11059.00,500.00,84.00,714.00,3610.00,-24.00,-133.00,0.00,-133075.00,713.00,140216.00
2013:Q3,6153.00,2247.00,7027.00,6995.00,-10116.00,6153.00,-87.00,150.00,68.00,1620.00,-42.00,13776.00,274.00,-1936.00,453.00,6524.00,-29.00,40.00,0.00,-13721.00,-1082.00,145.00
2013:Q4,19712.00,2248.00,644.00,5973.00,10847.00,19712.00,-87.00,151.00,67.00,290.00,-47.00,17397.00,438.00,999.00,928.00,4902.00,-59.00,36.00,0.00,-8570.00,-1364.00,4631.00
2014:Q1,12083.00,1527.00,-27325.00,34665.00,3216.00,12083.00,123.00,185.00,-26.00,204.00,149.00,9538.00,1812.00,103.00,318.00,1259.00,539.00,35.00,0.00,-23409.00,291.00,20962.00
2014:Q2,22435.00,1527.00,-11649.00,31620.00,937.00,22435.00,9.00,187.00,-25.00,671.00,285.00,15177.00,1482.00,-137.00,526.00,3463.00,256.00,27.00,0.00,5012.00,-2054.00,-2444.00
2014:Q3,26322.00,1527.00,-492.00,27690.00,-2403.00,26322.00,10.00,189.00,-26.00,231.00,-154.00,11728.00,726.00,-158.00,567.00,4420.00,236.00,66.00,0.00,10108.00,1000.00,-2621.00
2014:Q4,29079.00,1527.00,-5207.00,26607.00,6152.00,29079.00,14.00,189.00,-25.00,-904.00,90.00,23619.00,1430.00,-324.00,602.00,5803.00,656.00,64.00,0.00,-2773.00,1879.00,-1241.00
2015:Q1,22795.00,1527.00,2046.00,15911.00,3311.00,22795.00,9.00,187.00,143.00,-107.00,317.00,17583.00,-190.00,-1679.00,473.00,4116.00,-1258.00,63.00,0.00,8012.00,251.00,-5125.00
2015:Q2,37219.00,1527.00,7195.00,25980.00,2517.00,37219.00,15.00,187.00,174.00,-669.00,43.00,20066.00,3327.00,-517.00,507.00,7493.00,-562.00,66.00,0.00,17783.00,-5497.00,-5197.00
2015:Q3,31839.00,1527.00,3978.00,22224.00,4110.00,31839.00,13.00,188.00,124.00,-1445.00,315.00,32257.00,5358.00,-42.00,564.00,6681.00,-313.00,-165.00,0.00,1157.00,-2414.00,-10439.00
2015:Q4,37247.00,1527.00,15345.00,26020.00,-5645.00,37247.00,15.00,187.00,211.00,-485.00,309.00,35302.00,5444.00,0.00,847.00,13124.00,-221.00,-110.00,0.00,-1500.00,-5240.00,-10636.00
2016:Q1,22773.00,1527.00,-2359.00,17970.00,5635.00,22773.00,9.00,187.00,184.00,314.00,96.00,24992.00,4627.00,167.00,700.00,2675.00,201.00,-435.00,0.00,-17250.00,-717.00,7023.00
2016:Q2,32290.00,1527.00,10221.00,25563.00,-5021.00,32290.00,13.00,188.00,152.00,131.00,108.00,34508.00,4021.00,-152.00,744.00,7091.00,65.00,4.00,0.00,-8236.00,-2015.00,-4332.00
2016:Q3,40223.00,1527.00,11919.00,33535.00,-6758.00,40223.00,16.00,187.00,174.00,-193.00,277.00,26994.00,3864.00,21.00,1025.00,6094.00,0.00,-532.00,0.00,3196.00,-1894.00,994.00
2016:Q4,36529.00,1527.00,13094.00,22781.00,-874.00,36529.00,17.00,187.00,146.00,1113.00,109.00,30320.00,1559.00,-67.00,968.00,5500.00,161.00,116.00,0.00,4559.00,-266.00,-7893.00
