date,FA174090005.Q,FA153091003.Q,FA173020005.Q,FA173030005.Q,FA173034005.Q,FA174022005.Q,FA173061105.Q,FA153061705.Q,FA173062005.Q,FA153063005.Q,FA174023005.Q,FA153064105.Q,FA153064205.Q,FA163070005.Q,FA153040005.Q,FA153050005.Q,FA173099005.Q,FA175050005.Q,FA175012005.Q,FA175013005.Q,FA155111003.Q,FA155420003.Q,FA115020005.Q,FA176300005.Q,FA176320005.Q,FA176330005.Q,FA156300103.Q,FA172010005.Q,FA175012865.Q,FA175013865.Q,FA155111005.Q,FA155420003.Q,FA115020005.Q,FA174190005.Q,FA173165105.Q,FA173165205.Q,FA153166000.Q,FA153169005.Q,FA173199005.Q,FA175440005.Q,FA176007025.Q,FA155111005.Q,FA313154015.Q,FA156600075.Q,FA176007005.Q,FA156007015.Q,FA176007085.Q,FA156012005.Q,FA176007026.Q,FA176007006.Q,FA156007016.Q,FA176007086.Q
1985:Q3,488059.00,1580.00,63564.00,131460.00,-6170.00,106278.00,65360.00,-17730.00,47048.00,11600.00,-37620.00,-111864.00,79200.00,0.00,11268.00,195296.00,55068.00,683569.00,199526.00,110441.00,369652.00,-2602.00,6552.00,432649.00,92362.00,76021.00,264266.00,250920.00,107164.00,34420.00,105386.00,-2602.00,6552.00,439640.00,184858.00,83162.00,85326.00,27844.00,58450.00,9362.00,308702.00,105386.00,152.00,1416.00,204580.00,235062.00,-30482.00,3112238.00,9.92,6.57,7.55,-0.98
1985:Q4,545138.00,2044.00,-36712.00,122112.00,-9925.00,84816.00,-99608.00,-43900.00,178064.00,50260.00,52144.00,-132726.00,123966.00,0.00,15088.00,274492.00,49840.00,682762.00,206292.00,115959.00,357812.00,-2729.00,5428.00,440558.00,94001.00,77215.00,269342.00,242204.00,112291.00,38744.00,88470.00,-2729.00,5428.00,454025.00,197880.00,29340.00,71810.00,44540.00,110455.00,8875.00,342192.00,88470.00,1840.00,1448.00,253330.00,263394.00,-10064.00,3169669.00,10.80,7.99,8.31,-0.32
1986:Q1,651912.00,644.00,126892.00,135520.00,36452.00,20720.00,-80212.00,-13244.00,43864.00,70312.00,52944.00,-94327.00,117766.00,0.00,15720.00,203428.00,36152.00,697531.00,217344.00,110591.00,368575.00,-2714.00,3735.00,452849.00,97229.00,77279.00,278341.00,244682.00,120115.00,33312.00,90234.00,-2714.00,3735.00,326774.00,175890.00,62146.00,55403.00,13516.00,19819.00,9506.00,579327.00,90234.00,3168.00,1464.00,487389.00,279321.00,208068.00,3232174.00,17.92,15.08,8.64,6.44
1986:Q2,638423.00,696.00,135348.00,79308.00,75314.00,109286.00,-20152.00,14518.00,50796.00,64124.00,-45152.00,-106492.00,123532.00,0.00,18384.00,205832.00,42368.00,720530.00,232362.00,109972.00,383318.00,-2835.00,-2287.00,461126.00,98878.00,78765.00,283483.00,259404.00,133484.00,31207.00,99835.00,-2835.00,-2287.00,278816.00,199441.00,53667.00,67459.00,4572.00,-46323.00,9958.00,628969.00,99835.00,2592.00,1444.00,527986.00,288607.00,239379.00,3271242.00,19.23,16.14,8.82,7.32
1986:Q3,587130.00,1284.00,92200.00,119128.00,72934.00,-27027.00,77472.00,4973.00,-70636.00,-38836.00,220.00,-120814.00,132973.00,0.00,18292.00,251824.00,46116.00,762313.00,238624.00,110249.00,419472.00,-2952.00,-3080.00,471131.00,100480.00,80336.00,290315.00,291182.00,138144.00,29913.00,129157.00,-2952.00,-3080.00,371546.00,256428.00,57836.00,64611.00,15256.00,-22585.00,10482.00,517248.00,129157.00,1100.00,1448.00,388439.00,260923.00,127516.00,3311167.00,15.62,11.73,7.88,3.85
1986:Q4,742879.00,480.00,124196.00,163508.00,-15835.00,112640.00,26360.00,2008.00,47452.00,36820.00,17388.00,-170327.00,146105.00,0.00,20656.00,305004.00,39064.00,764188.00,242015.00,112257.00,415166.00,-3062.00,-2188.00,483719.00,102038.00,81991.00,299690.00,280469.00,139977.00,30266.00,115476.00,-3062.00,-2188.00,397177.00,183620.00,96664.00,35651.00,10644.00,70598.00,10130.00,636300.00,115476.00,2324.00,1452.00,519952.00,248595.00,271357.00,3336948.00,19.07,15.58,7.45,8.13
1987:Q1,395280.00,-264.00,-56432.00,44988.00,-24095.00,94574.00,-91708.00,-13754.00,133960.00,66076.00,41896.00,-158770.00,182335.00,0.00,28020.00,207904.00,35124.00,743634.00,244499.00,114322.00,393257.00,-3149.00,-5295.00,491871.00,105980.00,81500.00,304391.00,251763.00,138519.00,32822.00,88866.00,-3149.00,-5295.00,299696.00,255574.00,50730.00,-13496.00,-20864.00,27752.00,10714.00,358061.00,88866.00,724.00,1464.00,269935.00,281641.00,-11706.00,3400408.00,10.53,7.94,8.28,-0.34
1987:Q2,638197.00,-648.00,52460.00,146528.00,36816.00,312440.00,154400.00,-1224.00,103424.00,55840.00,-33236.00,-166773.00,40327.00,0.00,25544.00,199988.00,24752.00,766041.00,247603.00,117581.00,412618.00,-3226.00,-8535.00,501538.00,107671.00,83087.00,310780.00,264503.00,139932.00,34494.00,101838.00,-3226.00,-8535.00,355726.00,262890.00,30214.00,47516.00,25300.00,-10194.00,10571.00,557545.00,101838.00,1552.00,1496.00,455651.00,209550.00,246101.00,3399480.00,16.40,13.40,6.16,7.24
1987:Q3,656519.00,-500.00,29116.00,147512.00,15904.00,199407.00,35112.00,8987.00,94968.00,60340.00,-4172.00,-82781.00,19964.00,0.00,29256.00,276176.00,26636.00,796141.00,247813.00,122265.00,432765.00,-3282.00,-3420.00,511716.00,109506.00,84549.00,317661.00,284425.00,138307.00,37716.00,115104.00,-3282.00,-3420.00,322118.00,216342.00,23578.00,53972.00,8668.00,19558.00,10918.00,629744.00,115104.00,3748.00,1544.00,512436.00,237102.00,275334.00,3493721.00,18.03,14.67,6.79,7.88
1987:Q4,436035.00,888.00,-24320.00,240672.00,57258.00,87627.00,25320.00,25547.00,95768.00,-59008.00,-55556.00,-112872.00,-52178.00,0.00,16944.00,240084.00,37488.00,794363.00,250742.00,123898.00,422812.00,-3319.00,230.00,522393.00,111483.00,85895.00,325015.00,271970.00,139259.00,38003.00,97797.00,-3319.00,230.00,266432.00,222109.00,40399.00,41148.00,-65212.00,27988.00,10101.00,451674.00,97797.00,-1556.00,1596.00,357029.00,280028.00,77001.00,3571504.00,12.65,10.00,7.84,2.16
1988:Q1,572814.00,-140.00,37316.00,173816.00,28538.00,83082.00,25804.00,-9334.00,60932.00,5680.00,54408.00,-177828.00,-1074.00,2776.00,23900.00,304168.00,43852.00,804503.00,248140.00,125111.00,437634.00,-3335.00,-3047.00,528843.00,113507.00,87398.00,327938.00,275660.00,134633.00,37713.00,109696.00,-3335.00,-3047.00,392133.00,192103.00,78853.00,58496.00,-7248.00,69929.00,10584.00,466924.00,109696.00,724.00,1648.00,358152.00,277279.00,80873.00,3651711.00,12.79,9.81,7.59,2.21
1988:Q2,657677.00,1624.00,32600.00,168480.00,-7470.00,204175.00,182156.00,-19333.00,49176.00,-7824.00,11608.00,-97207.00,-7693.00,2872.00,28804.00,270936.00,48948.00,809957.00,253535.00,129276.00,440222.00,-3374.00,-9702.00,537749.00,115599.00,88717.00,333433.00,272208.00,137936.00,40559.00,106789.00,-3374.00,-9702.00,386750.00,244534.00,72250.00,50920.00,4572.00,14474.00,10384.00,553519.00,106789.00,2520.00,1676.00,445886.00,293453.00,152433.00,3729950.00,14.84,11.95,7.87,4.09
1988:Q3,631744.00,752.00,-7956.00,170560.00,6997.00,149898.00,80320.00,17606.00,55744.00,-3772.00,2684.00,-48745.00,-2990.00,2920.00,24432.00,282764.00,50428.00,811164.00,255562.00,130366.00,437586.00,-3433.00,-8917.00,548965.00,117663.00,90143.00,341159.00,262199.00,137899.00,40223.00,96427.00,-3433.00,-8917.00,394025.00,225240.00,71224.00,40000.00,16460.00,41101.00,11702.00,511620.00,96427.00,44.00,1688.00,416837.00,304396.00,112441.00,3812279.00,13.42,10.93,7.98,2.95
1988:Q4,570837.00,1412.00,-45236.00,181728.00,51146.00,128126.00,19436.00,82942.00,68456.00,-42708.00,-1048.00,-146339.00,-2872.00,2920.00,33952.00,317464.00,49584.00,825081.00,259699.00,132826.00,452259.00,-3515.00,-16188.00,560325.00,119699.00,91660.00,348966.00,264756.00,140000.00,41166.00,103293.00,-3515.00,-16188.00,384878.00,228281.00,69759.00,36848.00,8304.00,41686.00,11786.00,462502.00,103293.00,2108.00,1684.00,358785.00,303846.00,54939.00,3887677.00,11.90,9.23,7.82,1.41
1989:Q1,299630.00,1780.00,28474.00,50622.00,10294.00,65071.00,95640.00,-11447.00,13586.00,-32709.00,2568.00,-149781.00,-16409.00,5868.00,15296.00,252280.00,33568.00,849948.00,258860.00,133236.00,452618.00,-3585.00,8819.00,569080.00,121411.00,93793.00,353876.00,280868.00,137449.00,39443.00,98742.00,-3585.00,8819.00,315627.00,156502.00,37302.00,45388.00,-13732.00,90166.00,11549.00,276421.00,98742.00,-140.00,1684.00,179503.00,335828.00,-156325.00,3979809.00,6.95,4.51,8.44,-3.93
1989:Q2,608026.00,-484.00,740.00,41029.00,155693.00,138765.00,138190.00,-28215.00,6645.00,22145.00,18584.00,-125727.00,20311.00,6028.00,34108.00,287032.00,31948.00,849495.00,253718.00,135841.00,459032.00,-3718.00,4622.00,579540.00,123376.00,95185.00,360979.00,269955.00,130342.00,40656.00,98053.00,-3718.00,4622.00,367314.00,208231.00,36810.00,54220.00,25708.00,42344.00,12587.00,523254.00,98053.00,2978.00,1688.00,423911.00,309534.00,114377.00,4020952.00,13.01,10.54,7.70,2.84
1989:Q3,508475.00,944.00,-14739.00,119966.00,118936.00,93912.00,3208.00,43338.00,21555.00,25811.00,-39088.00,-148547.00,46567.00,6044.00,22560.00,266888.00,35032.00,853602.00,253528.00,137863.00,470474.00,-3873.00,-4390.00,588248.00,125305.00,96362.00,366581.00,265354.00,128223.00,41501.00,103893.00,-3873.00,-4390.00,350846.00,254030.00,36218.00,35764.00,2168.00,22665.00,6100.00,429084.00,103893.00,-561.00,1664.00,327416.00,301876.00,25540.00,4071453.00,10.54,8.04,7.41,0.63
1989:Q4,714090.00,820.00,-2959.00,136004.00,31233.00,139500.00,-48174.00,93067.00,78146.00,16461.00,39895.00,-68953.00,57314.00,5884.00,45376.00,304744.00,25232.00,830341.00,249870.00,130025.00,457676.00,-4046.00,-3184.00,597491.00,127196.00,97303.00,372992.00,232850.00,122674.00,32722.00,84684.00,-4046.00,-3184.00,448294.00,287398.00,37697.00,52544.00,-3484.00,74140.00,11463.00,510109.00,84684.00,2719.00,1788.00,424495.00,318801.00,105694.00,4136348.00,12.33,10.26,7.71,2.56
1990:Q1,538067.00,-476.00,34172.00,4140.00,9902.00,133202.00,39089.00,19145.00,81521.00,-6552.00,-11691.00,-21127.00,20533.00,5888.00,25576.00,301860.00,36088.00,864358.00,254126.00,129857.00,482141.00,-4127.00,2361.00,604636.00,127307.00,100037.00,377292.00,259722.00,126819.00,29820.00,104849.00,-4127.00,2361.00,282279.00,227429.00,-4381.00,18032.00,16372.00,24827.00,13599.00,529109.00,104849.00,-284.00,1884.00,426428.00,328061.00,98367.00,4230723.00,12.51,10.08,7.75,2.33
1990:Q2,722590.00,2228.00,63004.00,21842.00,11230.00,266508.00,134966.00,61813.00,30017.00,39713.00,13434.00,-47409.00,37580.00,5768.00,30148.00,316380.00,1876.00,829815.00,245061.00,122243.00,466251.00,-4266.00,526.00,615149.00,129109.00,100645.00,385395.00,214666.00,115952.00,21598.00,80856.00,-4266.00,526.00,231974.00,239711.00,-19635.00,18068.00,4268.00,-10438.00,18730.00,724012.00,80856.00,1486.00,1964.00,643633.00,345330.00,298303.00,4294345.00,16.86,14.99,8.04,6.95
1990:Q3,692450.00,2548.00,-18038.00,75413.00,88465.00,209912.00,187303.00,39757.00,-20419.00,3272.00,20239.00,-39182.00,6888.00,5824.00,27672.00,295272.00,17436.00,816003.00,232624.00,121339.00,461724.00,-4365.00,4681.00,622415.00,130882.00,101112.00,390421.00,193588.00,101742.00,20227.00,71303.00,-4365.00,4681.00,236845.00,188137.00,6015.00,31660.00,-19860.00,30893.00,15566.00,664758.00,71303.00,-290.00,2004.00,595750.00,334455.00,261295.00,4349917.00,15.28,13.70,7.69,6.01
1990:Q4,615765.00,1340.00,-116406.00,110096.00,49655.00,255631.00,26342.00,21779.00,52402.00,155107.00,43664.00,-119427.00,50458.00,6004.00,24696.00,290272.00,19780.00,790336.00,219272.00,121667.00,449916.00,-4422.00,3903.00,629186.00,132629.00,101429.00,395128.00,161150.00,86643.00,20238.00,54788.00,-4422.00,3903.00,206218.00,172490.00,510.00,-7336.00,13680.00,26873.00,15125.00,585821.00,54788.00,2468.00,2016.00,530581.00,333947.00,196634.00,4372030.00,13.40,12.14,7.64,4.50
1991:Q1,579710.00,2128.00,138910.00,-29705.00,119063.00,-26980.00,-46223.00,-41770.00,-2595.00,63609.00,-7338.00,58649.00,28223.00,3980.00,24116.00,252864.00,15800.00,763023.00,208169.00,118693.00,441262.00,-4260.00,-841.00,636395.00,132076.00,104084.00,400235.00,126628.00,76093.00,14609.00,41027.00,-4260.00,-841.00,195184.00,181717.00,7490.00,1875.00,5228.00,-1127.00,15527.00,526682.00,41027.00,-74.00,2024.00,487752.00,356344.00,131408.00,4403035.00,11.96,11.08,8.09,2.98
1991:Q2,518992.00,-8.00,27890.00,-175164.00,-36966.00,226029.00,117492.00,14493.00,49000.00,45044.00,-6861.00,17732.00,81748.00,4168.00,34148.00,323836.00,22440.00,773014.00,215616.00,118699.00,444590.00,-4263.00,-1628.00,643750.00,133511.00,104354.00,405885.00,129264.00,82105.00,14345.00,38705.00,-4263.00,-1628.00,223050.00,215938.00,15686.00,-8037.00,5076.00,-5614.00,14965.00,440172.00,38705.00,2614.00,2040.00,400892.00,355194.00,45698.00,4457005.00,9.88,8.99,7.97,1.03
1991:Q3,427753.00,1808.00,9460.00,-63060.00,-20115.00,3867.00,3467.00,15107.00,45815.00,-60522.00,43348.00,-15442.00,114978.00,4248.00,17600.00,318360.00,12700.00,781310.00,224411.00,117385.00,453091.00,-4261.00,-9316.00,648417.00,134690.00,104673.00,409054.00,132893.00,89721.00,12712.00,44037.00,-4261.00,-9316.00,101328.00,76327.00,-51042.00,-19029.00,40448.00,54624.00,16481.00,475798.00,44037.00,618.00,2064.00,433207.00,354702.00,78505.00,4503441.00,10.57,9.62,7.88,1.74
1991:Q4,689338.00,184.00,49772.00,-52135.00,12886.00,35586.00,-29807.00,-9176.00,47960.00,26609.00,80760.00,41102.00,137967.00,4180.00,24824.00,327396.00,26816.00,794297.00,228099.00,116501.00,446654.00,-4255.00,7298.00,653626.00,135615.00,105041.00,412970.00,140671.00,92484.00,11460.00,33684.00,-4255.00,7298.00,221612.00,193300.00,-15415.00,-10049.00,43932.00,9844.00,10279.00,618676.00,33684.00,2897.00,2072.00,584167.00,397304.00,186863.00,4574456.00,13.52,12.77,8.69,4.08
1992:Q1,719914.00,4.00,137526.00,-139960.00,13819.00,185345.00,142535.00,45724.00,9088.00,-12002.00,-76525.00,128504.00,114601.00,2476.00,28796.00,299496.00,25832.00,820250.00,240289.00,112072.00,465278.00,-4277.00,6888.00,656375.00,136400.00,105458.00,414517.00,163875.00,103889.00,6614.00,50761.00,-4277.00,6888.00,216071.00,194890.00,-16876.00,6750.00,-13408.00,44714.00,15741.00,683459.00,50761.00,-1320.00,2104.00,636122.00,427068.00,209054.00,4701352.00,14.54,13.53,9.08,4.45
1992:Q2,553663.00,1548.00,53561.00,-10483.00,-6501.00,6012.00,112247.00,-48829.00,-70248.00,12842.00,25192.00,-40095.00,126484.00,2472.00,17688.00,348648.00,29136.00,841678.00,251127.00,115539.00,469788.00,-4268.00,9492.00,661212.00,137361.00,106177.00,417674.00,180466.00,113766.00,9362.00,52114.00,-4268.00,9492.00,134704.00,110188.00,-18090.00,-7566.00,25894.00,24277.00,14961.00,614386.00,52114.00,2759.00,2132.00,561645.00,451144.00,110501.00,4781976.00,12.85,11.75,9.43,2.31
1992:Q3,661165.00,2204.00,104698.00,-170400.00,-90848.00,136020.00,128978.00,69124.00,1476.00,-63557.00,-6214.00,72524.00,168464.00,2508.00,36724.00,366208.00,39276.00,851297.00,253019.00,116687.00,480200.00,-4259.00,5650.00,667838.00,138615.00,107189.00,422034.00,183459.00,114404.00,9498.00,58166.00,-4259.00,5650.00,175237.00,180974.00,-25250.00,12790.00,5092.00,1631.00,-31727.00,637660.00,58166.00,553.00,2128.00,581068.00,425139.00,155929.00,4833466.00,13.19,12.02,8.80,3.23
1992:Q4,441355.00,936.00,171619.00,-110866.00,-77701.00,-46345.00,8192.00,5597.00,-105863.00,45729.00,-12702.00,-48861.00,153283.00,2508.00,31240.00,350588.00,27656.00,873950.00,266250.00,118037.00,490490.00,-4250.00,3423.00,674567.00,140161.00,108496.00,425910.00,199383.00,126089.00,9541.00,64580.00,-4250.00,3423.00,282164.00,189837.00,-17019.00,24778.00,860.00,83708.00,16445.00,375019.00,64580.00,2575.00,2184.00,310048.00,400761.00,-90713.00,4884216.00,7.68,6.35,8.21,-1.86
1993:Q1,352335.00,-620.00,-37020.00,-230645.00,-20583.00,107740.00,33838.00,-54574.00,8045.00,120431.00,47393.00,-206036.00,177463.00,4184.00,31516.00,437556.00,41388.00,880170.00,269348.00,123684.00,494139.00,-4255.00,-2746.00,687985.00,144101.00,108088.00,435796.00,192185.00,125247.00,15596.00,58343.00,-4255.00,-2746.00,170925.00,86659.00,-4053.00,32019.00,28210.00,28089.00,11479.00,385075.00,58343.00,195.00,2144.00,328680.00,411537.00,-82857.00,4940854.00,7.79,6.65,8.33,-1.68
1993:Q2,589459.00,-372.00,44117.00,-67827.00,36177.00,-58355.00,68816.00,-134676.00,-75209.00,82714.00,35523.00,-30181.00,180056.00,4236.00,36504.00,380848.00,28732.00,905221.00,275874.00,123550.00,512853.00,-4269.00,-2787.00,694251.00,145977.00,109595.00,438679.00,210970.00,129897.00,13955.00,74174.00,-4269.00,-2787.00,225096.00,200634.00,-14950.00,42491.00,-84.00,-2996.00,17309.00,592642.00,74174.00,1251.00,2184.00,519401.00,384016.00,135385.00,4982925.00,11.89,10.42,7.71,2.72
1993:Q3,752291.00,-2620.00,132585.00,-10050.00,-14483.00,29999.00,-4875.00,-17459.00,-39677.00,92009.00,-21318.00,-10956.00,206430.00,4272.00,37240.00,361632.00,39560.00,918877.00,288742.00,123702.00,521085.00,-4300.00,-10352.00,703691.00,147862.00,111027.00,444802.00,215186.00,140880.00,12675.00,76283.00,-4300.00,-10352.00,301666.00,177712.00,-18952.00,69031.00,39120.00,34755.00,16834.00,682644.00,76283.00,-825.00,2248.00,609435.00,340625.00,268810.00,5007670.00,13.63,12.17,6.80,5.37
1993:Q4,386546.00,-708.00,77550.00,-168422.00,-8851.00,54640.00,57984.00,-75322.00,-77165.00,149142.00,-879.00,-134047.00,187283.00,4284.00,38256.00,306220.00,31220.00,966456.00,304760.00,129413.00,537147.00,-4344.00,-520.00,713026.00,149759.00,112384.00,450883.00,253430.00,155001.00,17029.00,86264.00,-4344.00,-520.00,322482.00,162892.00,-9892.00,102059.00,28532.00,38891.00,19143.00,336637.00,86264.00,2146.00,2308.00,250535.00,334379.00,-83844.00,5069477.00,6.64,4.94,6.60,-1.65
1994:Q1,649178.00,-164.00,-51828.00,-66263.00,-74081.00,363139.00,42801.00,246502.00,-13433.00,87269.00,5843.00,-56248.00,61632.00,4520.00,26472.00,383536.00,52620.00,998574.00,313355.00,129392.00,543530.00,-4419.00,16716.00,723075.00,152580.00,112766.00,457729.00,275499.00,160775.00,16626.00,85801.00,-4419.00,16716.00,322546.00,174402.00,-20965.00,106079.00,1962.00,61067.00,-15259.00,586872.00,85801.00,-766.00,2360.00,504197.00,317509.00,186688.00,5123106.00,11.46,9.84,6.20,3.64
1994:Q2,713388.00,4524.00,-55719.00,-94406.00,62057.00,471003.00,336614.00,87107.00,-13081.00,60363.00,-8345.00,-134775.00,31610.00,4568.00,26704.00,364548.00,41620.00,1026473.00,325454.00,133596.00,552666.00,-4491.00,19248.00,731500.00,154802.00,113958.00,462740.00,294973.00,170652.00,19638.00,89926.00,-4491.00,19248.00,323876.00,169410.00,-9374.00,134879.00,3966.00,24995.00,21305.00,705790.00,89926.00,214.00,2448.00,618098.00,334263.00,283835.00,5206218.00,13.56,11.87,6.42,5.45
1994:Q3,621907.00,2040.00,25195.00,123358.00,-14908.00,186513.00,163565.00,51958.00,-52918.00,23908.00,-6051.00,-207064.00,57332.00,4624.00,67116.00,326384.00,57368.00,1028927.00,323718.00,135146.00,562441.00,-4580.00,12202.00,742006.00,157328.00,115070.00,469608.00,286921.00,166390.00,20076.00,92833.00,-4580.00,12202.00,350800.00,160593.00,-11736.00,135987.00,-4262.00,70218.00,19635.00,577663.00,92833.00,-157.00,2552.00,487539.00,326340.00,161199.00,5274536.00,10.95,9.24,6.19,3.06
1994:Q4,495475.00,5976.00,7111.00,-47317.00,91652.00,451359.00,210917.00,121043.00,-36656.00,156055.00,-3756.00,-96938.00,-179989.00,4620.00,23248.00,195020.00,44488.00,1046104.00,322415.00,137754.00,583227.00,-4683.00,7391.00,753398.00,160158.00,116097.00,477143.00,292706.00,162257.00,21657.00,106084.00,-4683.00,7391.00,473429.00,199390.00,-17158.00,163051.00,38566.00,89580.00,19591.00,334342.00,106084.00,2749.00,2588.00,228098.00,347550.00,-119452.00,5372994.00,6.22,4.25,6.47,-2.22
1995:Q1,392108.00,5908.00,19177.00,122327.00,-3952.00,-207598.00,-108199.00,-97642.00,-71006.00,69248.00,9520.00,20465.00,-37299.00,3856.00,44592.00,326740.00,88372.00,1030782.00,318640.00,145180.00,572771.00,-4792.00,-1017.00,762605.00,161503.00,118819.00,482283.00,268177.00,157137.00,26361.00,90488.00,-4792.00,-1017.00,388655.00,160561.00,9161.00,148865.00,-15676.00,85744.00,19321.00,290951.00,90488.00,704.00,2672.00,202431.00,384641.00,-182210.00,5450272.00,5.34,3.71,7.06,-3.34
1995:Q2,828894.00,8548.00,-12858.00,162501.00,267806.00,-15196.00,210660.00,1051.00,-175374.00,-51532.00,-687.00,-58279.00,12122.00,3900.00,52848.00,334316.00,73872.00,1017794.00,310253.00,143723.00,577992.00,-4843.00,-9331.00,773890.00,164311.00,119736.00,489843.00,243904.00,145942.00,23987.00,88149.00,-4843.00,-9331.00,379058.00,177283.00,13593.00,146533.00,4214.00,37435.00,19055.00,712794.00,88149.00,3675.00,2700.00,623670.00,345941.00,277729.00,5493514.00,12.98,11.35,6.30,5.06
1995:Q3,803682.00,-1432.00,-57363.00,206108.00,63531.00,162543.00,-47833.00,68662.00,28051.00,113664.00,-1483.00,-111703.00,96496.00,3952.00,28548.00,361252.00,53232.00,1036740.00,323164.00,142402.00,592400.00,-4828.00,-16398.00,782316.00,166830.00,120599.00,494887.00,254424.00,156334.00,21803.00,97513.00,-4828.00,-16398.00,472394.00,184100.00,15687.00,152485.00,43146.00,76976.00,20604.00,606316.00,97513.00,2574.00,2716.00,508944.00,345472.00,163472.00,5564849.00,10.90,9.15,6.21,2.94
1995:Q4,624140.00,5236.00,-94311.00,35932.00,75622.00,-4230.00,-73812.00,131881.00,-111083.00,48784.00,71418.00,-17491.00,126093.00,3940.00,34744.00,323764.00,63424.00,1069134.00,331470.00,143615.00,601344.00,-4747.00,-2548.00,789808.00,169057.00,121397.00,499354.00,279326.00,162413.00,22218.00,101990.00,-4747.00,-2548.00,389863.00,148366.00,21100.00,140077.00,-14676.00,94996.00,15232.00,528835.00,101990.00,3975.00,2724.00,425594.00,335639.00,89955.00,5621635.00,9.41,7.57,5.97,1.60
1996:Q1,868801.00,10660.00,56957.00,239737.00,53190.00,-84530.00,-55025.00,-14937.00,-13357.00,-1211.00,33076.00,-57307.00,208638.00,6940.00,16216.00,319220.00,66004.00,1092342.00,341718.00,147007.00,607096.00,-4856.00,1377.00,796423.00,170078.00,123011.00,503334.00,295919.00,171640.00,23996.00,103762.00,-4856.00,1377.00,562641.00,270238.00,18163.00,116789.00,83322.00,74128.00,21555.00,623634.00,103762.00,1866.00,2764.00,520770.00,344262.00,176508.00,5707244.00,10.93,9.12,6.03,3.09
1996:Q2,841042.00,6688.00,-32893.00,119862.00,93570.00,192514.00,37126.00,167584.00,-70133.00,57936.00,-21524.00,-89183.00,161428.00,6940.00,30384.00,294564.00,78692.00,1136761.00,358332.00,148898.00,622282.00,-4709.00,11958.00,806426.00,172245.00,123753.00,510428.00,330335.00,186087.00,25145.00,111854.00,-4709.00,11958.00,474593.00,233479.00,30607.00,110089.00,4646.00,95772.00,22968.00,719752.00,111854.00,4280.00,2760.00,606378.00,341667.00,264711.00,5799819.00,12.41,10.46,5.89,4.56
1996:Q3,615652.00,16000.00,22366.00,173941.00,19683.00,109199.00,101459.00,138782.00,-41785.00,-89257.00,-12332.00,-283838.00,127493.00,7020.00,56096.00,298348.00,81676.00,1153499.00,361159.00,154178.00,625090.00,-4571.00,17643.00,813423.00,174655.00,124491.00,514277.00,340076.00,186504.00,29687.00,110813.00,-4571.00,17643.00,438305.00,191367.00,15326.00,90309.00,3312.00,137990.00,24135.00,541558.00,110813.00,1263.00,2760.00,432242.00,353272.00,78970.00,5871076.00,9.22,7.36,6.02,1.35
1996:Q4,527739.00,16112.00,-136569.00,44884.00,-42452.00,-48249.00,-131340.00,131843.00,-49175.00,423.00,145636.00,-151548.00,154033.00,7016.00,57852.00,400620.00,80404.00,1155788.00,358259.00,161306.00,634528.00,-4442.00,6137.00,822579.00,177306.00,125216.00,520057.00,333209.00,180953.00,36090.00,114471.00,-4442.00,6137.00,460999.00,193415.00,41861.00,105685.00,27558.00,92480.00,23782.00,423731.00,114471.00,4083.00,2868.00,308045.00,341652.00,-33607.00,5941630.00,7.13,5.18,5.75,-0.57
1997:Q1,393166.00,11244.00,-24029.00,104733.00,44077.00,-209610.00,-56837.00,3715.00,-7717.00,-148771.00,-45456.00,-69304.00,95574.00,7372.00,47260.00,334024.00,97280.00,1174319.00,361513.00,164319.00,649297.00,-4631.00,3821.00,829193.00,178300.00,127717.00,523176.00,345126.00,183213.00,36602.00,126121.00,-4631.00,3821.00,569372.00,254637.00,14432.00,41808.00,25916.00,232579.00,25679.00,194599.00,126121.00,2172.00,2948.00,69253.00,343747.00,-274494.00,6027734.00,3.23,1.15,5.70,-4.55
1997:Q2,1006910.00,1384.00,35239.00,157689.00,172104.00,-92834.00,-47909.00,8517.00,-31097.00,-22345.00,62888.00,-94646.00,174350.00,7456.00,51524.00,418900.00,112856.00,1182530.00,368206.00,169723.00,641012.00,-4659.00,8248.00,839665.00,181178.00,128759.00,529728.00,342865.00,187028.00,40964.00,111284.00,-4659.00,8248.00,544903.00,193491.00,49001.00,73812.00,42406.00,186193.00,26324.00,831197.00,111284.00,2056.00,2988.00,720844.00,365662.00,355182.00,6094275.00,13.64,11.83,6.00,5.83
1997:Q3,953379.00,6220.00,-96520.00,274751.00,90576.00,115579.00,-37729.00,16387.00,34739.00,102181.00,3180.00,-299297.00,306371.00,7532.00,54580.00,384860.00,105548.00,1229165.00,374765.00,181560.00,665114.00,-4845.00,12571.00,846751.00,184072.00,130099.00,532580.00,382414.00,190693.00,51461.00,132534.00,-4845.00,12571.00,565772.00,317398.00,24123.00,74072.00,69796.00,80382.00,27515.00,797536.00,132534.00,378.00,3044.00,667668.00,340184.00,327484.00,6182668.00,12.90,10.80,5.50,5.30
